Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Brand_Name,Ticker,Industry_Tag,Country,Capital Gains
2000-01-03 00:00:00-05:00,34.72948102943389,34.72948102943389,32.93494717389889,33.198848724365234,6471267.0,0.0,0.0,american express,AXP,finance,usa,
2000-01-03 00:00:00-05:00,0.7947996042727937,0.8525856857908026,0.7706428302396672,0.8483229875564575,535796800.0,0.0,0.0,apple,AAPL,technology,usa,
2000-01-03 00:00:00-05:00,4.074999809265137,4.478125095367432,3.9523439407348633,4.46875,322352000.0,0.0,0.0,amazon,AMZN,e-commerce,usa,
2000-01-03 00:00:00-05:00,36.45797605949177,36.8462399152904,34.78844147955764,36.205604553222656,53228400.0,0.0,0.0,microsoft,MSFT,technology,usa,
2000-01-03 00:00:00-05:00,4.785835196653021,4.810097984112754,4.634192404808936,4.670586585998535,8014400.0,0.0,0.0,nike,NKE,apparel,usa,
2000-01-03 00:00:00-05:00,0.9030911591268456,0.9102589867414238,0.8433630536827685,0.8947288393974304,30091200.0,0.0,0.0,nvidia,NVDA,technology,usa,
2000-01-04 00:00:00-05:00,0.8203772166172846,0.8383759561527311,0.7668538329189263,0.7768008708953857,512377600.0,0.0,0.0,apple,AAPL,technology,usa,
2000-01-04 00:00:00-05:00,32.78980264422582,32.908559171819384,31.483489121606446,31.9453182220459,10440877.0,0.0,0.0,american express,AXP,finance,usa,
2000-01-04 00:00:00-05:00,4.268750190734863,4.574999809265137,4.087500095367432,4.096875190734863,349748000.0,0.0,0.0,amazon,AMZN,e-commerce,usa,
2000-01-04 00:00:00-05:00,4.561404490208888,4.591733347731601,4.4036963562389,4.415827751159668,9810400.0,0.0,0.0,nike,NKE,apparel,usa,
2000-01-04 00:00:00-05:00,35.27374928481836,36.380300583241386,34.8660724906625,34.98255157470703,54119000.0,0.0,0.0,microsoft,MSFT,technology,usa,
2000-01-04 00:00:00-05:00,0.8791994299701341,0.8815892887529435,0.826639160331294,0.8708379864692688,30048000.0,0.0,0.0,nvidia,NVDA,technology,usa,
2000-01-05 00:00:00-05:00,34.51665040570782,36.14735829889087,33.97308110798014,35.351417541503906,64059600.0,0.0,0.0,microsoft,MSFT,technology,usa,
2000-01-05 00:00:00-05:00,0.7862733670347287,0.8379022719285344,0.7805898370714365,0.7881678938865662,778321600.0,0.0,0.0,apple,AAPL,technology,usa,
2000-01-05 00:00:00-05:00,31.8211146537636,32.37613182922141,31.13394737243652,31.133947372436523,8646293.0,0.065648,0.0,american express,AXP,finance,usa,
2000-01-05 00:00:00-05:00,0.8457520459433578,0.8600868263830758,0.8302227733774604,0.8421685695648193,18835200.0,0.0,0.0,nvidia,NVDA,technology,usa,
2000-01-05 00:00:00-05:00,3.525000095367432,3.756249904632568,3.400000095367432,3.487499952316284,769148000.0,0.0,0.0,amazon,AMZN,e-commerce,usa,
2000-01-05 00:00:00-05:00,4.440090105131075,4.694849373458268,4.440090105131075,4.670586585998535,6542400.0,0.0,0.0,nike,NKE,apparel,usa,
2000-01-06 00:00:00-05:00,30.76392005480009,32.21754295608514,30.76392005480009,31.768239974975582,10990975.0,0.0,0.0,american express,AXP,finance,usa,
2000-01-06 00:00:00-05:00,0.8421684628330893,0.8421684628330893,0.7549652991202445,0.7872183322906494,12048000.0,0.0,0.0,nvidia,NVDA,technology,usa,
2000-01-06 00:00:00-05:00,4.64632511138916,4.64632511138916,4.518945811454444,4.64632511138916,4891200.0,0.0,0.0,nike,NKE,apparel,usa,
2000-01-06 00:00:00-05:00,0.8042732030463084,0.8109040236877512,0.7199613451957703,0.7199613451957703,767972800.0,0.0,0.0,apple,AAPL,technology,usa,
2000-01-06 00:00:00-05:00,34.84665950861844,35.37081538980657,33.66245548074895,34.167198181152344,54976600.0,0.0,0.0,microsoft,MSFT,technology,usa,
2000-01-06 00:00:00-05:00,3.565624952316284,3.634375095367432,3.200000047683716,3.278125047683716,375040000.0,0.0,0.0,amazon,AMZN,e-commerce,usa,
2000-01-07 00:00:00-05:00,4.628128385873509,4.658456508546834,4.561405331285442,4.64632511138916,3993600.0,0.0,0.0,nike,NKE,apparel,usa,
2000-01-07 00:00:00-05:00,3.3499999046325684,3.525000095367432,3.309375047683716,3.478125095367432,210108000.0,0.0,0.0,amazon,AMZN,e-commerce,usa,
2000-01-07 00:00:00-05:00,33.74012633541361,34.866091426008545,33.33244931985338,34.61371994018555,62013600.0,0.0,0.0,microsoft,MSFT,technology,usa,
2000-01-07 00:00:00-05:00,0.7836348897827907,0.8087200972486732,0.7716890945999707,0.8003586530685425,7118400.0,0.0,0.0,nvidia,NVDA,technology,usa,
2000-01-07 00:00:00-05:00,0.7313290205465904,0.7654328272585398,0.723750964589892,0.7540648579597473,460734400.0,0.0,0.0,apple,AAPL,technology,usa,
2000-01-07 00:00:00-05:00,31.873949936013844,32.45539726410995,31.39821929869404,32.23074722290039,6016452.0,0.0,0.0,american express,AXP,finance,usa,
2000-01-10 00:00:00-05:00,3.628124952316284,3.631249904632568,3.278125047683716,3.4593749046325684,295158000.0,0.0,0.0,amazon,AMZN,e-commerce,usa,
2000-01-10 00:00:00-05:00,35.2349356181903,35.312588368864,34.594300425132296,34.866085052490234,44963600.0,0.0,0.0,microsoft,MSFT,technology,usa,
